"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Campfire_C"",EngramLevelRequirement=2,EngramPointsCost=3,EngramHidden=True,RemoveEngramPreReq=True)",THE ISLAND / BASE,https://ark-engram-editor.pages.dev/EngramsEditor,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_RefinedElement_C"",EngramLevelRequirement=58,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_OwlSaddle_C"",EngramLevelRequirement=61,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_IceJumperSaddle_C"",EngramLevelRequirement=66,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TekBridge_C"",EngramLevelRequirement=72,EngramPointsCost=32,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TekGravityGrenade_C"",EngramLevelRequirement=79,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Resource_TrophyExtinctionAlpha_C"",EngramLevelRequirement=90,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Resource_TrophyExtinctionBeta_C"",EngramLevelRequirement=90,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Resource_TributeExtinction_C"",EngramLevelRequirement=90,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Resource_ArtifactExtinction_C"",EngramLevelRequirement=90,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Resource_TributeExtinctionForest_C"",EngramLevelRequirement=90,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Resource_TrophyExtinctionGamma_C"",EngramLevelRequirement=90,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Resource_TributeExtinctionIce_C"",EngramLevelRequirement=90,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Resource_TributeExtinctionKingTitan_C"",EngramLevelRequirement=90,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MekSpawner_C"",EngramLevelRequirement=91,EngramPointsCost=38,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MekBackpack_Shield_C"",EngramLevelRequirement=93,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MekBackpack_Missiles_C"",EngramLevelRequirement=95,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MekRocketPod_C"",EngramLevelRequirement=95,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MekCannonShell_C"",EngramLevelRequirement=97,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MekBackpack_Cannon_C"",EngramLevelRequirement=97,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""PrimalItem_WeaponFishingNet_C"",EngramLevelRequirement=6,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_PressurePlate_ASA_C"",EngramLevelRequirement=12,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_OceanPlatformWood_C"",EngramLevelRequirement=25,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_GiantTurtleSaddle_C"",EngramLevelRequirement=45,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_OceanPlatformMetal_C"",EngramLevelRequirement=53,EngramPointsCost=50,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_JumpPad_C"",EngramLevelRequirement=70,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TekClaws_C"",EngramLevelRequirement=80,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MiningDrill_C"",EngramLevelRequirement=80,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_CherufeSaddle_C"",EngramLevelRequirement=95,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Canoe_C"",EngramLevelRequirement=8,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Milkglider_Saddle_New_C"",EngramLevelRequirement=19,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_LoadoutMannequin_C"",EngramLevelRequirement=23,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AmmoBox_C"",EngramLevelRequirement=29,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Boulder_Fire_C"",EngramLevelRequirement=35,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_NetGun_Ammo_C"",EngramLevelRequirement=43,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_EggIncubator_ASA_C"",EngramLevelRequirement=89,EngramPointsCost=55,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Minigun_C"",EngramLevelRequirement=94,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TekCanteen_New_C"",EngramLevelRequirement=101,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TekCropPlot_ASA_C"",EngramLevelRequirement=104,EngramPointsCost=32,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TekSecuirtyConsole_C"",EngramLevelRequirement=108,EngramPointsCost=60,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TekHoverSail_C"",EngramLevelRequirement=112,EngramPointsCost=45,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TekBow_C"",EngramLevelRequirement=116,EngramPointsCost=53,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TekPistol_C"",EngramLevelRequirement=118,EngramPointsCost=55,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_SpaceDolphin_Saddle_C"",EngramLevelRequirement=120,EngramPointsCost=60,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
